SIRET,nom_etab,type_etab,etatAdministratifEtablissement,anciennete_ans,trancheEffectifsEtablissement,adresse_sirene,activitePrincipaleEtablissement
83080242700013,KIEZ KANAL,Restaurant,A,9.0,03,90 DE LA LOIRE,56.10A
81253843700011,MON COCO,Restaurant,A,11.0,12,1 VOLTAIRE,56.10A
83321749000014,BARBECUE CHAMPETRE,Restaurant,F,9.0,11,107 SAINT-CHARLES,56.10A
80983813900016,Inconnu,Autre,A,11.0,01,7 ARMAND CARREL,47.29Z
49222338300018,Inconnu,Restaurant,A,20.0,12,24 PIERRE FONTAINE,56.10A
50974552700028,Inconnu,Restaurant,A,126.0,11,1 DARU,56.10A
49132997500016,Inconnu,Restaurant,A,20.0,NN,74 DAGUERRE,56.10A
88378730100018,AUX DESIRS DE MANON,Autre,A,6.0,12,129 SAINT-ANTOINE,10.71C
88402747500018,Inconnu,Autre,A,7.0,01,22 FREMICOURT,96.02A
88416239700027,Inconnu,Autre,A,6.0,11,22 SIMON BOLIVAR,47.52B
79475585000011,OCTOPUSSY,Restaurant,A,13.0,02,1 JEAN LECLAIRE,56.10A
88434368200032,Inconnu,Autre,A,5.0,NN,98 GAMBETTA,70.10Z
42333001800015,Inconnu,Restaurant,A,27.0,02,18 DE LA ROQUETTE,56.10C
40817548700011,CAFE DAGUERRE,Autre,A,30.0,12,4 DU GENERAL LECLERC,68.20B
40817548700011,CAFE DAGUERRE,Autre,A,30.0,12,4 DU GENERAL LECLERC,68.20B
45332356000012,CHEZ GUSTAVE,Restaurant,A,22.0,NN,6 GUSTAVE TOUDOUZE,56.10A
88508530800017,Inconnu,Restaurant,A,6.0,NN,86 DIDOT,56.10C
88161315200019,AU PETIT BURON,Autre,A,6.0,NN,39 DE LONDRES,47.24Z
81400981700010,Inconnu,Bar,A,11.0,01,2 NOLLET,56.30Z
88835148300019,Inconnu,Autre,A,6.0,03,6 VIOLET,47.53Z
81516863800014,LE PALAIS DU GRAND MOGHOL,Restaurant,A,11.0,03,9 GERANDO,56.10A
84825806700026,PAYSAN VRAC,Autre,A,7.0,02,158 DE LA CONVENTION,47.21Z
83403494400019,Inconnu,Restaurant,A,9.0,03,19 JOUFFROY D'ABBANS,56.10C
88884163200019,JUVENTUS,Restaurant,A,6.0,NN,36 DU HAMEAU,56.10A
88932944700011,SOHEL,Autre,A,6.0,01,146 NEY,46.73B
88991855300013,Inconnu,Autre,A,6.0,02,56 DE FLANDRE,47.11B
42407342700017,Inconnu,Autre,A,27.0,12,208 DU FAUBOURG SAINT-DENIS,10.71C
82882099300024,JADE,Autre,A,8.0,00,193 BELLIARD,68.20B
82885460400018,Inconnu,Autre,A,9.0,01,168 DE LOURMEL,47.11B
88391175200029,LE DISQUE BLEU - BRASSERIE,Bar,A,5.0,01,23 DE WATTIGNIES,56.30Z
82944846300010,LA RUBRIQUE A BULLES,Autre,A,9.0,02,110 RICHARD LENOIR,47.61Z
82980271900015,Inconnu,Autre,A,9.0,02,66 CONDORCET,47.76Z
82978580700027,Inconnu,Restaurant,A,8.0,01,243 DE CHARENTON,56.10C
83027781000024,Inconnu,Autre,A,9.0,02,72 DU CHERCHE-MIDI,47.21Z
83052461700016,L'ARTISAN DES GOURMANDS,Autre,A,9.0,11,60 DE LA CONVENTION,10.71C
83085564900018,Inconnu,Restaurant,A,9.0,03,1 AMPERE,56.10A
83142859400012,AU BONTEMPS,Restaurant,A,9.0,02,89 DE L'OURCQ,56.10A
83175989900014,IKKO,Restaurant,A,9.0,02,15 CLAUDE VELLEFAUX,56.10A
83199221900012,Inconnu,Autre,A,9.0,02,53 ARAGO,10.71C
83220129700021,Inconnu,Restaurant,A,8.0,02,103 JOURDAN,56.10C
83254644400015,LE SHANGHAI,Restaurant,A,9.0,01,12 DE VERSAILLES,56.10C
83401590100012,SOUKHOTHAI,Restaurant,A,9.0,03,44 CUSTINE,56.10A
83499878300023,Inconnu,Restaurant,A,8.0,02,53 MONTORGUEIL,56.10C
83511976900015,Inconnu,Restaurant,A,8.0,02,135 DE ROME,56.10A
83811417100039,Inconnu,Autre,A,6.0,00,13 JEAN POULMARCH,47.76Z
83887294300017,Inconnu,Autre,A,8.0,03,56 DE LA CONVENTION,47.76Z
83919291100015,SAS GEK,Autre,A,8.0,01,176 DE LA CONVENTION,47.29Z
83939596900018,PHO BELLEVILLE,Restaurant,A,8.0,11,27 DE LA VILLETTE,56.10A
84067268700018,WOODY,Autre,A,8.0,NN,168 DE LA CONVENTION,47.76Z
84111519900017,Inconnu,Autre,A,8.0,01,40 CADET,47.78C
84179443100012,Inconnu,Autre,A,8.0,03,7 DE MEXICO,47.76Z
84177079500034,Inconnu,Autre,A,5.0,NN,36 HOCHE,47.76Z
84242661100021,Inconnu,Restaurant,A,5.0,12,1 DU PONT NEUF,56.10A
84279436400021,MAMONI INFORMATIQUE,Autre,A,7.0,01,78 DU FAUBOURG DU TEMPLE,47.41Z
84302975200014,Inconnu,Restaurant,A,8.0,02,2 DE L'ORILLON,56.10C
82389518000011,YOKI,Restaurant,A,10.0,11,18 DU MAINE,56.10C
43343282000283,COJEAN,Restaurant,A,11.0,11,27 LAFFITTE,56.10C
43358451300017,Inconnu,Autre,A,26.0,11,81 DE LA VERRERIE,47.11D
43821025400019,Inconnu,Autre,F,25.0,03,34 DES BELLES FEUILLES,47.21Z
43840300800016,Inconnu,Autre,A,25.0,01,118 DE COURCELLES,47.30Z
44752446300018,Inconnu,Restaurant,A,23.0,11,27 MALAR,56.10A
43890107600127,Inconnu,Autre,A,8.0,01,87 DE WAGRAM,46.36Z
44018750800013,Inconnu,Restaurant,A,25.0,02,5 DES HALLES,56.10C
49313873900013,BISTRO DE LA BANQUE,Restaurant,A,20.0,11,15 ROUGEMONT,56.10A
44121158800013,Inconnu,Autre,A,24.0,01,82 DIDEROT,68.31Z
44184830600086,Inconnu,Autre,A,22.0,NN,13 GUY PATIN,46.42Z
40180835700024,L'ALIVI,Restaurant,A,30.0,03,27 DU ROI DE SICILE,56.10A
44194574800016,Inconnu,Restaurant,A,24.0,11,14 SAINT-MICHEL,56.10C
44264707900015,Inconnu,Restaurant,A,24.0,NN,7 MADEMOISELLE,56.10C
44316893500015,Inconnu,Autre,A,24.0,NN,346 DES PYRENEES,68.20B
44343427900016,Inconnu,Autre,A,24.0,11,11 NOTRE-DAME DE LORETTE,55.10Z
39209540200013,LA BAGUETTE MAGIQUE TROJETTE ET,Restaurant,A,38.0,01,2 BIOT,56.10C
44448212900020,Inconnu,Autre,A,23.0,02,124 DE FLANDRE,46.49Z
44469835100020,Inconnu,Bar,A,23.0,11,24 VINCENT AURIOL,56.30Z
44469967200028,Inconnu,Autre,A,19.0,11,19 DES TERNES,10.71C
44511978700015,Inconnu,Autre,A,23.0,01,17 DES ARCHIVES,47.11B
44755973300012,Inconnu,Autre,A,23.0,NN,1 GUY MOQUET,47.71Z
44797997200018,Inconnu,Autre,A,23.0,NN,72 DE SEVRES,47.76Z
44881597700039,Inconnu,Autre,A,13.0,NN,2 DE MONTTESSUY,47.76Z
45079243700037,NTA SPORT,Autre,A,18.0,01,116 BRUNE,45.40Z
79370921300011,Inconnu,Restaurant,F,13.0,11,8 DE LA PORTE DE MONTREUIL,56.10A
45131008000028,Inconnu,Autre,A,22.0,NN,16 HAUSSMANN,68.20B
45132401600018,Inconnu,Restaurant,A,22.0,03,21 MONTMARTRE,56.10C
45157954400029,GALERIE PEGAH,Autre,A,21.0,01,86 DE SEVRES,47.71Z
45161449900015,Inconnu,Autre,A,22.0,NN,10 DU LOUVRE,68.20B
45155448900018,LE PONCELET,Autre,A,22.0,NN,83 DE WAGRAM,68.20B
45193005100052,BUSINESS FRANCE,Autre,A,20.0,41,77 SAINT-JACQUES,84.13Z
41749370700018,Inconnu,Restaurant,A,28.0,11,50 MONTORGUEIL,56.10A
50257571500011,CHARLY BUN'S,Restaurant,A,19.0,03,36 DU MARCHE SAINT-HONORE,56.10A
45246477900019,CARREFOUR EXPRESS,Autre,A,22.0,03,134 BERTHIER,47.11B
45281064100020,MAISON KERMORVANT,Autre,A,17.0,NN,208 DE GRENELLE,68.20B
45350674300039,ARABIAN OUD,Autre,A,19.0,11,63 DES CHAMPS ELYSEES,47.75Z
45355037800039,Inconnu,Restaurant,A,7.0,NN,20 ABEL,56.10A
39840436800019,Inconnu,Restaurant,A,32.0,03,17 SAINT-DENIS,56.10C
47568248000292,Inconnu,Autre,A,25.0,NN,17 DU GENERAL LECLERC,47.51Z
47799076600016,Inconnu,Restaurant,A,22.0,02,33 DE L'ANNONCIATION,56.10A
82822898100019,RISTORANTE NATIONAL,Restaurant,A,9.0,21,243 SAINT-MARTIN,56.10A
47900436800011,PICCADIS,Autre,A,22.0,03,8 GAY-LUSSAC,10.71C
47918275003547,CALLISTO,Autre,A,5.0,02,1 EXELMANS,88.91A
47939717600013,Inconnu,Restaurant,A,22.0,03,26 DU LOUVRE,56.10A
47985353300012,Inconnu,Restaurant,A,22.0,NN,173 LECOURBE,56.10A
45080302800023,LE VILLAGE,Bar,A,15.0,01,56 DE LA MONTAGNE SAINTE-GENEVIEVE,56.30Z
48239687600039,AUBERGE FLORA,Autre,A,20.0,11,44 RICHARD LENOIR,55.10Z
48300665600027,CHEZ MA BELLE MERE,Autre,A,14.0,NN,257 DAUMESNIL,68.20B
48283250800014,Inconnu,Restaurant,A,21.0,11,26 DES LOMBARDS,56.10A
48337846900017,Inconnu,Autre,A,21.0,03,71 PARMENTIER,55.10Z
49390506100021,AU DUC DES LOMBARDS,Autre,A,19.0,12,42 DES LOMBARDS,90.01Z
48776752700012,Inconnu,Restaurant,A,21.0,02,6 COYPEL,56.10A
48854107900015,VSCO  CASH & CARRY,Autre,A,20.0,12,197 DU FAUBOURG SAINT-DENIS,47.21Z
48857997000036,Inconnu,Restaurant,A,18.0,12,2 DE LAMBALLE,56.10A
50300229700011,LE FRANCOEUR,Autre,A,18.0,11,129 CAULAINCOURT,68.20B
49090292100025,Inconnu,Autre,A,12.0,NN,213 DE LA CONVENTION,70.10Z
49201906200016,AAAPOUN BAPOUN,Autre,A,20.0,NN,8 DANTE,47.78C
32483420900011,Inconnu,Restaurant,A,44.0,12,78 MONTORGUEIL,56.10A
49313421700014,WANOBI,Restaurant,A,20.0,01,22 DE BAGNOLET,56.10C
50316708200018,LE NOUVEL INSTITUT,Bar,A,18.0,12,1 SAINT-GERMAIN,56.30Z
49400587900015,NOSHABA.TI,Autre,A,19.0,01,52 OBERKAMPF,47.79Z
85017511800015,FONDUE 9,Restaurant,A,7.0,12,10 DES FRERES D'ASTIER DE LA VIGERIE,56.10A
49468804700013,Inconnu,Restaurant,A,19.0,03,109 DE MAGENTA,56.10A
43171417900030,PARKASH RAM,Autre,A,7.0,NN,107 CAMBRONNE,47.82Z
49486114900024,Inconnu,Autre,A,15.0,01,12 DE LA NATION,10.71C
43287389100019,Inconnu,Autre,A,26.0,11,10 DE L'ANCIENNE COMEDIE,10.71C
49833679100039,LE SAINT MANDE,Bar,A,9.0,01,41 LINNE,56.30Z
43287389100027,ERIC KAYSER,Autre,A,19.0,11,44 DE VERNEUIL,10.71C
49861162300022,8 A HUIT,Autre,A,18.0,01,37 RAYMOND POINCARE,47.11B
43302901400019,Inconnu,Autre,A,26.0,NN,11 CUSTINE,46.49Z
49887625900017,LE COTTE ROTI,Restaurant,A,19.0,03,1 DE COTTE,56.10C
43292996600013,Inconnu,Restaurant,A,26.0,NN,55 GOUVION-SAINT-CYR,56.10A
49921846900017,LA MONTAGNE SANS GENEVIEVE,Autre,A,19.0,NN,13 DU POT DE FER,68.20B
43498627900017,Inconnu,Autre,A,25.0,NN,4 EMILIO CASTELAR,47.52A
49984600400012,S.I.S.,Restaurant,A,19.0,NN,4 BAULANT,56.10A
43853065100019,LE ROI DE PIQUE,Autre,A,15.0,NN,126 DU TEMPLE,68.20B
80842904700018,Inconnu,Bar,A,12.0,01,33 DE REUILLY,56.30Z
43853065100019,LE ROI DE PIQUE,Autre,A,15.0,NN,126 DU TEMPLE,68.20B
50087635400019,Inconnu,Autre,A,19.0,11,49 LAMARCK,47.11B
43906444500034,Inconnu,Autre,A,19.0,11,33 RAMBUTEAU,10.71C
50150319700011,LA VIE EN FRUITS,Restaurant,A,19.0,01,116 SAINT-GERMAIN,56.10C
43986009900027,COURTY & FILS,Autre,A,20.0,01,44 DES PETITS CHAMPS,47.64Z
50167714000029,TERMINUS NORD,Restaurant,A,18.0,21,23 DE DUNKERQUE,56.10A
43999250400027,Inconnu,Restaurant,A,22.0,NN,180 JEANNE D'ARC,56.10A
50173922100023,Inconnu,Autre,A,17.0,02,90 DE CLICHY,90.04Z
44059694800016,LE SOLEIL D'OR,Restaurant,A,25.0,02,10 DU ROCHER,56.10C
50185135600011,YAMATO,Restaurant,A,18.0,02,16 DES BATIGNOLLES,56.10A
44076684800012,Inconnu,Autre,A,25.0,NN,1 GAY-LUSSAC,68.20B
52305769300013,LE MINET GALLANT,Restaurant,A,16.0,11,8 MONSIGNY,56.10A
44192304200028,Inconnu,Restaurant,A,23.0,01,28 GALVANI,56.10A
48232792100011,Inconnu,Restaurant,A,21.0,03,34 TITON,56.10A
44259408100014,Inconnu,Restaurant,A,24.0,NN,11 BERTHIER,56.10A
50415801500017,Inconnu,Autre,A,18.0,00,42 FRIANT,47.11B
53983499400029,Inconnu,Restaurant,A,12.0,01,144 DU FAUBOURG POISSONNIERE,56.10C
50465703200018,Inconnu,Autre,A,18.0,02,67 DE LA CONVENTION,47.29Z
44285048300011,Inconnu,Restaurant,A,24.0,NN,51 PARMENTIER,56.10A
50741094200019,RIMAL LE CAFE,Restaurant,A,18.0,01,121 MALESHERBES,56.10A
44361832700029,LE PARI' GO,Restaurant,A,20.0,NN,83 DE LA CHAPELLE,56.10A
50835338000019,Inconnu,Restaurant,A,18.0,03,129 DIDEROT,56.10A
44403264300025,PLACE FALGUIERE LE BISTRO,Restaurant,A,24.0,NN,1 FALGUIERE,56.10A
50848140500019,LE NAPOLEON,Autre,A,18.0,NN,2 DES PETITES ECURIES,68.20B
44426163000024,BAR RESTAURANT CHOUCHOU,Restaurant,A,7.0,12,23 DE SEBASTOPOL,56.10A
50849936500015,LA BADINE DE MARTINE,Autre,A,18.0,11,74 CROZATIER,10.71C
44410162000011,Inconnu,Autre,A,24.0,01,26 DIDEROT,47.29Z
50905621400026,Inconnu,Autre,A,126.0,01,42 BALARD,47.76Z
89276273300012,Inconnu,Restaurant,A,5.0,03,89 BEAUBOURG,56.10C
50908783900015,Inconnu,Autre,A,18.0,01,122 MURAT,47.11B
44498932100013,Inconnu,Restaurant,A,23.0,01,222 CHAMPIONNET,56.10A
50937638000010,SAN GIOVANNI,Restaurant,A,18.0,01,236 DE TOLBIAC,56.10A
47952865500018,CHEZ CLAUDE,Restaurant,A,22.0,11,166 SAINT-HONORE,56.10A
44516065800032,LE 16 GRANDE ARMEE,Restaurant,A,15.0,NN,13 DE LA GRANDE ARMEE,56.10A
44782994600014,Inconnu,Autre,A,23.0,11,121 SAINT-MICHEL,47.11C
44799994700016,Inconnu,Restaurant,A,23.0,01,21 JEAN JAURES,56.10C
44954341200026,FROMAGERIE PASCAL BEILLEVAIRE,Autre,A,19.0,NN,73 DU GENERAL MICHEL BIZOT,47.29Z
44969134400013,Inconnu,Autre,A,23.0,NN,44 DE LA PORTE D'IVRY,47.11B
45249672200011,Inconnu,Restaurant,A,22.0,01,31 AUGUSTE BLANQUI,56.10C
47568248000698,LINVOSGES,Autre,A,8.0,02,1 CLAUDE BERNARD,47.51Z
47796472000015,Inconnu,Autre,A,22.0,NN,311 DE CHARENTON,68.20B
51311395100018,ARI,Restaurant,A,17.0,11,47 LUCIEN SAMPAIX,56.10A
47877747700017,Inconnu,Restaurant,A,22.0,03,110 DE MENILMONTANT,56.10A
48153686000028,Inconnu,Autre,A,15.0,11,142 D'ITALIE,47.22Z
48333389400028,SETO,Restaurant,A,13.0,01,208 DE LA CONVENTION,56.10C
48365947000031,Inconnu,Autre,A,11.0,01,186 DU MAINE,47.81Z
48368911300015,THAI KANDA,Autre,A,21.0,01,10 DE PICPUS,56.21Z
48407584100011,Inconnu,Restaurant,A,21.0,03,36 JEAN MOULIN,56.10A
48405354100021,Inconnu,Autre,A,17.0,03,297 RASPAIL,47.76Z
51323526700061,LE REPAIRE DE BACCHUS,Autre,A,17.0,01,11 DES MARTYRS,47.25Z
48510938300011,DELICES D'ORLEANS,Restaurant,A,21.0,02,128 BRUNE,56.10C
51323526700475,LE REPAIRE DE BACCHUS,Autre,A,8.0,01,1 JOSEPH DE MAISTRE,47.25Z
48857997000036,Inconnu,Restaurant,A,18.0,12,2 DE LAMBALLE,56.10A
51497184500011,IDEN COIFFURE,Autre,A,17.0,02,42 JOUFFROY D'ABBANS,96.02A
48857997000036,Inconnu,Restaurant,A,18.0,12,2 DE LAMBALLE,56.10A
51817341400013,Inconnu,Restaurant,A,17.0,01,243 DU FAUBOURG SAINT-MARTIN,56.10A
49015980300017,Inconnu,Restaurant,A,20.0,01,15 LUCIEN SAMPAIX,56.10C
51904209700039,LE MERRILL,Restaurant,A,9.0,02,140 DE VILLIERS,56.10A
49032420900017,DONER KING,Restaurant,A,20.0,03,54 MOZART,56.10C
51967672000013,Inconnu,Restaurant,A,16.0,03,40 DE TURENNE,56.10C
49037429500031,Inconnu,Autre,A,15.0,11,197 DE BELLEVILLE,47.11C
52219270700019,Inconnu,Autre,A,16.0,03,2 DE CATALOGNE,47.29Z
49132997500024,L'AFFICHE,Autre,A,13.0,NN,7 GUDIN,68.20B
52310667200018,AMORINO,Restaurant,A,16.0,03,2 DE LA GAITE,56.10C
52381933200025,LE PRETEXTE,Autre,A,14.0,NN,111 DE TOLBIAC,68.20B
52398197500023,Inconnu,Autre,A,126.0,02,82 MONGE,47.11B
52398197500023,Inconnu,Autre,A,126.0,02,82 MONGE,47.11B
52408164300016,QUINCAILLERIE DROGUERIE VOLTAIRE,Autre,A,16.0,01,79 LEON FROT,47.52A
85376124500028,Inconnu,Restaurant,A,6.0,12,72 DE JEMMAPES,56.10A
52454425100027,MAISON BARTHOUIL,Autre,A,5.0,03,110 MONGE,47.29Z
52813468700029,Inconnu,Autre,A,6.0,01,147 SAINT-DOMINIQUE,47.11B
52958798200024,TABAC DE LA PORTE DAUPHINE,Bar,A,10.0,03,55 BUGEAUD,56.30Z
53217370500015,Inconnu,Autre,A,15.0,02,3 LAGRANGE,47.72B
53367067500016,Inconnu,Autre,A,15.0,12,25 DE BRETAGNE,10.71C
49224788700010,LE BIDULE,Restaurant,A,20.0,NN,2 FAIDHERBE,56.10A
49226818000022,IL RUSSO,Restaurant,A,14.0,NN,6 CESAR FRANCK,56.10A
49761691200018,Inconnu,Autre,A,19.0,01,76 DAVOUT,47.22Z
49793686400014,Inconnu,Autre,A,19.0,NN,96 DE PORT-ROYAL,68.20B
49817501700017,NOUVELLE CONSTELLATION,Restaurant,A,19.0,01,5 CUSTINE,56.10A
49833679100039,LE SAINT MANDE,Bar,A,9.0,01,41 LINNE,56.30Z
49901249000011,V.A. RESTAURANT,Restaurant,A,19.0,NN,37 CLAUDE VELLEFAUX,56.10A
49902679700013,Inconnu,Autre,A,19.0,NN,7 CHARLES DULLIN,47.11B
49921846900017,LA MONTAGNE SANS GENEVIEVE,Autre,A,19.0,NN,13 DU POT DE FER,68.20B
53934203000019,PAN COOKER,Restaurant,A,14.0,02,8 DE MONT-LOUIS,56.10A
50012838400020,Inconnu,Autre,A,19.0,03,22 DU POTEAU,47.29Z
53998315500018,Inconnu,Autre,A,14.0,03,36 NIEL,47.11B
88243259400019,TIGER TIGER,Restaurant,A,6.0,11,15 RENE BOULANGER,56.10A
54201638104959,CIC,Autre,A,9.0,03,153 DE CHARENTON,64.19Z
50018986500016,MARYLIN'S CAFE,Restaurant,A,19.0,00,41 DE SEBASTOPOL,56.10A
54206623808068,NICOLAS,Autre,A,14.0,01,11 DES ITALIENS,47.25Z
50058174900016,VEGET'HALLES,Restaurant,A,19.0,02,41 DES BOURDONNAIS,56.10A
54207358003123,Inconnu,Autre,A,34.0,02,24 DES BATIGNOLLES,65.12Z
50167714000029,TERMINUS NORD,Restaurant,A,18.0,21,23 DE DUNKERQUE,56.10A
54208098100013,Inconnu,Autre,A,72.0,02,12 DE RIVOLI,47.78A
50343621400012,Inconnu,Restaurant,A,18.0,02,146 HAUSSMANN,56.10C
55209268600013,Inconnu,Autre,A,71.0,11,22 DE L'ABBE GREGOIRE,55.10Z
50359781700017,JOUR,Restaurant,A,18.0,02,3 DE PHALSBOURG,56.10C
56206571400015,Inconnu,Autre,A,70.0,NN,23 DIDEROT,68.20B
50396513900010,Inconnu,Restaurant,A,18.0,NN,11 DE MOSCOU,56.10A
57202930400019,Inconnu,Autre,A,69.0,12,19 DU BOURG TIBOURG,55.10Z
83224150900013,Inconnu,Restaurant,A,9.0,03,90 DE LA FOLIE-MERICOURT,56.10A
58211448400014,Inconnu,Restaurant,A,68.0,21,108 DU MONTPARNASSE,56.10A
75356455800025,MIDORY,Restaurant,A,7.0,03,49 DE L'ARBRE SEC,56.10A
60130099900013,Inconnu,Autre,A,62.0,01,155 SAINT-CHARLES,47.22Z
50513066600017,Inconnu,Autre,A,18.0,NN,8 LACEPEDE,47.79Z
60200512600019,Inconnu,Autre,A,41.0,03,29 SECRETAN,47.21Z
50756642000018,VIETNAM KITCHEN,Restaurant,A,18.0,03,4 LEPIC,56.10A
60204916500023,Inconnu,Autre,A,45.0,02,30 FRANCOIS MIRON,47.11B
50766028000011,LES HALLES DU FAUBOURG,Autre,A,18.0,03,24 DU FAUBOURG SAINT-DENIS,47.11B
61203566700015,Inconnu,Autre,A,65.0,11,155 SAINT-HONORE,47.61Z
48494148900110,THE FROG & BRITISH LIBRARY,Restaurant,A,6.0,21,114 DE FRANCE,56.10A
64201604200011,Inconnu,Restaurant,A,62.0,11,129 DU GENERAL LECLERC,56.10A
51086683300021,COCOBONGO,Autre,A,11.0,02,42 CUSTINE,47.52A
66202025400014,Inconnu,Bar,A,60.0,01,53 VIVIENNE,56.30Z
68204201500029,Inconnu,Restaurant,A,45.0,11,99 SAINT-LAZARE,56.10A
70203268100018,Inconnu,Autre,A,38.0,11,22 DUBAN,47.11C
72200393602643,Inconnu,Autre,A,33.0,NN,84 DE MAGENTA,68.20B
52502111900017,Inconnu,Restaurant,A,16.0,01,56 D'ARGOUT,56.10A
72202302500058,Inconnu,Autre,A,31.0,NN,29 SAINT-MICHEL,47.72A
72204568900014,Inconnu,Autre,A,54.0,NN,105 DE SEBASTOPOL,68.20B
51350347400027,Inconnu,Autre,F,17.0,11,26 DES GOBELINS,96.02A
51363670400027,FROMAGES ET RAMAGE,Autre,A,10.0,NN,3 EUGENE JUMIN,47.29Z
51414588700022,Inconnu,Restaurant,A,7.0,11,24 CHAPPE,56.10A
51864516300024,LE PANAME,Autre,A,16.0,01,15 PIERRE LESCOT,68.20B
51944528200014,MONDIAL CITY,Autre,A,16.0,01,8 SAINT-GERMAIN,45.40Z
52073387400017,LE MONTE EN L'AIR,Autre,A,16.0,03,2 DE LA MARE,47.61Z
52226565100011,Inconnu,Autre,A,16.0,11,28 POULET,46.38B
52266159400013,QUETZAL BAR,Autre,F,16.0,NN,10 DE LA VERRERIE,68.20B
52298445900027,TABAC DES CHARMES,Bar,A,10.0,01,61 DU COMMERCE,56.30Z
52355849200014,AU REPARATEUR DE BICYCLETTES,Autre,A,16.0,03,52 DE SEBASTOPOL,47.64Z
52381933200025,LE PRETEXTE,Autre,A,14.0,NN,111 DE TOLBIAC,68.20B
52382266600013,Inconnu,Autre,A,16.0,03,170 LEDRU-ROLLIN,47.23Z
52397398000023,Inconnu,Restaurant,A,9.0,03,108 GAMBETTA,56.10A
52538295800011,LE CHAPTAL,Bar,F,16.0,02,70 DES BATIGNOLLES,56.30Z
52786111600020,Inconnu,Autre,A,15.0,NN,171 DE LA CONVENTION,47.29Z
52879647700024,BOULANGERIE SAINTE PERINE,Autre,A,16.0,11,118 DE VERSAILLES,10.71C
53264342600028,J.R. PRIMEURS,Autre,A,15.0,01,4 MEISSONIER,47.21Z
53340842300010,SOCRATES,Autre,A,15.0,11,2 DE BAZEILLES,10.71C
53348558700026,MARC LE BIHAN,Autre,A,14.0,00,39 ETIENNE MARCEL,47.78A
53384240700017,CAFE MADAM,Restaurant,A,15.0,NN,150 SAINT-DENIS,56.10C
53468142400014,LA MAISON DE POUCOUROU,Autre,A,15.0,01,13 D'ALIGRE,47.24Z
53808698400019,Inconnu,Autre,A,15.0,12,40 LEPIC,10.71C
53966454000017,SUSHI 2007,Autre,A,14.0,02,181 DU FAUBOURG SAINT-HONORE,68.20B
54205081000010,LE GLOBE,Restaurant,A,72.0,NN,118 DIDEROT,56.10A
54206623802798,Inconnu,Autre,A,126.0,01,227 DE CHARENTON,47.25Z
54207679929881,PFG-SERVICES FUNERAIRES,Autre,F,3.0,01,56 DE L'HOPITAL,96.03Z
54209994000018,Inconnu,Restaurant,A,32.0,21,113 SAINT-LAZARE,56.10A
55202892000015,Inconnu,Autre,A,71.0,11,72 DE STRASBOURG,55.10Z
55204096600012,Inconnu,Autre,A,71.0,NN,2 DE VERSAILLES,68.20B
55212120400010,Inconnu,Autre,A,71.0,NN,18 DE MOGADOR,68.20B
56201528900019,Inconnu,Autre,A,70.0,NN,42 DE L'UNIVERSITE,68.20B
56206571400015,Inconnu,Autre,A,70.0,NN,23 DIDEROT,68.20B
57202930400019,Inconnu,Autre,A,69.0,12,19 DU BOURG TIBOURG,55.10Z
57219942000017,Inconnu,Restaurant,A,69.0,12,26 DE BUCI,56.10A
57222193500016,Inconnu,Autre,A,69.0,01,140 DE MAGENTA,47.71Z
58201695200019,LA ROTONDE ST HONORE,Restaurant,A,68.0,12,10 DES PYRAMIDES,56.10A
58202000400013,Inconnu,Autre,A,68.0,03,91 DE STRASBOURG,55.10Z
58203484900015,FAME DA LUPO,Autre,A,68.0,NN,122 DE VILLIERS,68.20B
58206662700016,Inconnu,Autre,A,68.0,NN,204 SAINT-DENIS,68.20B
58212435000015,Inconnu,Autre,A,68.0,03,4 DE DUNKERQUE,55.10Z
80029066000029,LE COMPAS,Restaurant,A,12.0,12,62 MONTORGUEIL,56.10A
62203245600023,Inconnu,Restaurant,A,126.0,21,2 DE LYON,56.10A
62206017600055,Inconnu,Autre,A,40.0,02,215 DE TOLBIAC,47.21Z
61365037301648,Inconnu,Autre,A,28.0,03,76 TRAVERSIERE,47.59B
64201604200011,Inconnu,Restaurant,A,62.0,11,129 DU GENERAL LECLERC,56.10A
64201604200011,Inconnu,Restaurant,A,62.0,11,129 DU GENERAL LECLERC,56.10A
65201953000011,Inconnu,Autre,A,61.0,NN,2 EDOUARD RENARD,68.20B
66205454300142,MAGASIN LE NOTRE,Autre,A,38.0,11,2 DES VOLONTAIRES,56.21Z
68203812000015,Inconnu,Autre,A,58.0,NN,5 DE STEINKERQUE,47.51Z
69200863400010,Inconnu,Autre,A,57.0,02,261 DES PYRENEES,96.02A
69204666700014,Inconnu,Restaurant,A,57.0,11,71 DE SUFFREN,56.10A
71104382800013,Inconnu,Autre,F,126.0,01,137 DE MAGENTA,47.72A
72200393602643,Inconnu,Autre,A,33.0,NN,84 DE MAGENTA,68.20B
72200393602734,Inconnu,Autre,A,33.0,NN,1 DE BELLEVILLE,68.20B
72200393602924,MCDONALD'S,Autre,A,32.0,NN,282 DAUMESNIL,68.20B
72202359500019,Inconnu,Restaurant,A,126.0,03,88 SAINT-MARTIN,56.10A
72204305600018,Inconnu,Bar,A,54.0,11,166 SAINT-GERMAIN,56.30Z
72204568900014,Inconnu,Autre,A,54.0,NN,105 DE SEBASTOPOL,68.20B
